RXCUI	STR	VOTES	Wasz	Shankar	Andy
2105822	oxycodone HCl/acetaminophen 10 mg-300 mg/5 mL ORAL SOLUTION, ORAL	1			1
2105822	oxycodone HCl/acetaminophen@10 mg-300 mg/5 mL@ORAL@SOLUTION, ORAL	1			1
2105822	OXYCODONE HYDROCHLORIDE 10 mg in 5 mL / ACETAMINOPHEN 300 mg in 5 mL ORAL SOLUTION	1			1
2105822	Oxycodone Hydrochloride 10mg/5mL, Acetaminophen 300mg/5mL Oral solution	1			1
2105929	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet [Dvorah]	1			1
2105929	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 325 MG-30 MG-16 MG Oral Tablet [DVORAH]	1			1
2105929	APAP 325 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet [Dvorah]	1			1
2105929	Dvorah (acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG) Oral Tablet	1			1
2105929	Dvorah 16 MG / 325 MG / 30 MG Oral Tablet	1			1
2105929	Dvorah 325mg-30mg-16mg Tablet	1			1
2105929	Dvorah, 325 mg-30 mg-16 mg oral tablet	1			1
2118728	acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet	1			1
2118728	acetaminophen-benzhydrocodone 325 mg-4.08 mg oral tablet	1			1
2118728	Acetaminophen-Benzhydrocodone, 325 mg-4.08 mg oral tablet	1			1
2118728	Acetaminophen/Benzhydrocodone 325 MG-4.08 MG Oral Tablet	1			1
2118728	APAP 325 MG / benzhydrocodone 4.08 MG Oral Tablet	1			1
2118728	benzhydrocodone 4.08 MG / acetaminophen 325 MG Oral Tablet	1			1
2118728	BENZHYDROCODONE 4.08/ACETAMINO 325MG TAB	1			1
2118728	Benzhydrocodone 4.08mg, Acetaminophen 325mg Oral tablet	1			1
2118728	BENZHYDROCODONE 4.08MG/ACETAMINOPHEN 325MG TAB	1			1
2118728	benzhydrocodone HCl/acetaminophen 4.08 mg-325 mg ORAL TABLET	1			1
2118728	benzhydrocodone HCl/acetaminophen@4.08 mg-325 mg@ORAL@TABLET	1			1
2118728	BENZHYDROCODONE HYDROCHLORIDE 4.08 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
2118728	benzhydrocodone/acetaminophen 4.08 mg-325 mg ORAL TABLET	1			1
2118730	acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet [Apadaz]	1			1
2118730	Acetaminophen/Benzhydrocodone 325 MG-4.08 MG Oral Tablet [APADAZ]	1			1
2118730	Apadaz 4.08 MG / 325 MG Oral Tablet	1			1
2118730	Apadaz 4.08mg-325mg Tablet	1			1
2118730	Apadaz, 325 mg-4.08 mg oral tablet	1			1
2118730	APAP 325 MG / benzhydrocodone 4.08 MG Oral Tablet [Apadaz]	1			1
2118730	BENZHYDROCODONE HYDROCHLORIDE 4.08 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]	1			1
2118732	acetaminophen 325 MG / benzhydrocodone 8.16 MG (as benzhydrocodone HCl 8.9 MG) Oral Tablet	1			1
2118732	acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet	1			1
2118732	acetaminophen-benzhydrocodone 325 mg-8.16 mg oral tablet	1			1
2118732	Acetaminophen-Benzhydrocodone, 325 mg-8.16 mg oral tablet	1			1
2118732	Acetaminophen/Benzhydrocodone 325 MG-8.16 MG Oral Tablet	1			1
2118732	APAP 325 MG / benzhydrocodone 8.16 MG Oral Tablet	1			1
2118732	benzhydrocodone 8.16 MG / acetaminophen 325 MG Oral Tablet	1			1
2118732	BENZHYDROCODONE 8.16/ACETAMINO 325MG TAB	1			1
2118732	Benzhydrocodone 8.16mg, Acetaminophen 325mg Oral tablet	1			1
2118732	BENZHYDROCODONE 8.16MG/ACETAMINOPHEN 325MG TAB	1			1
2118732	benzhydrocodone HCl/acetaminophen 8.16 mg-325 mg ORAL TABLET	1			1
2118732	benzhydrocodone HCl/acetaminophen@8.16 mg-325 mg@ORAL@TABLET	1			1
2118732	BENZHYDROCODONE HYDROCHLORIDE 8.16 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
2118732	benzhydrocodone/acetaminophen 8.16 mg-325 mg ORAL TABLET	1			1
2118734	acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet [Apadaz]	1			1
2118734	Acetaminophen/Benzhydrocodone 325 MG-8.16 MG Oral Tablet [APADAZ]	1			1
2118734	Apadaz 8.16 MG / 325 MG Oral Tablet	1			1
2118734	Apadaz 8.16mg-325mg Tablet	1			1
2118734	Apadaz, 325 mg-8.16 mg oral tablet	1			1
2118734	APAP 325 MG / benzhydrocodone 8.16 MG Oral Tablet [Apadaz]	1			1
2118734	BENZHYDROCODONE HYDROCHLORIDE 8.16 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]	1			1
2279510	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Prolate]	1			1
2279510	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PROLATE]	1			1
2279510	APAP 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Prolate]	1			1
2279510	OXYCODONE HYDROCHLORIDE 10 mg / ACETAMINOPHEN 300 mg ORAL TABLET [Prolate]	1			1
2279510	Prolate (acetaminophen 300 MG / oxycodone HCl 10 MG) Oral Tablet	1			1
2279510	Prolate 10 / 300 Oral Tablet	1			1
2279510	Prolate 10mg-300mg Tablet	1			1
2279510	Prolate, 300 mg-10 mg oral tablet	1			1
2279512	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Prolate]	1			1
2279512	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet [PROLATE]	1			1
2279512	APAP 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Prolate]	1			1
2279512	OXYCODONE HYDROCHLORIDE 5 mg / ACETAMINOPHEN 300 mg ORAL TABLET [Prolate]	1			1
2279512	Prolate (acetaminophen 300 MG / oxycodone HCl 5 MG) Oral Tablet	1			1
2279512	Prolate 5 / 300 Oral Tablet	1			1
2279512	Prolate 5mg-300mg Tablet	1			1
2279512	Prolate, 300 mg-5 mg oral tablet	1			1
2279514	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Prolate]	1			1
2279514	Acetaminophen/Oxycodone Hydrochloride 300 MG-7.5 MG Oral Tablet [PROLATE]	1			1
2279514	APAP 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Prolate]	1			1
2279514	OXYCODONE HYDROCHLORIDE 7.5 mg / ACETAMINOPHEN 300 mg ORAL TABLET [Prolate]	1			1
2279514	Prolate (acetaminophen 300 MG / oxycodone HCl 7.5 MG) Oral Tablet	1			1
2279514	Prolate 7.5 / 300 Oral Tablet	1			1
2279514	Prolate 7.5mg-300mg Tablet	1			1
2279514	Prolate, 300 mg-7.5 mg oral tablet	1			1
2281851	acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral Solution [Prolate]	1			1
2281851	Acetaminophen/Oxycodone Hydrochloride 300 MG/5 ML-10 MG/5 ML Oral Solution [PROLATE]	1			1
2281851	APAP 60 MG/ML / Oxycodone Hydrochloride 2 MG/ML Oral Solution [Prolate]	1			1
2281851	OXYCODONE HYDROCHLORIDE 10 mg in 5 mL / ACETAMINOPHEN 300 mg in 5 mL ORAL SOLUTION [Prolate]	1			1
2281851	Prolate (oxycodone HCl 10 MG / acetaminophen 300 MG per 5 ML) Oral Solution	1			1
2281851	Prolate 10 MG / 300 MG in 5 mL Oral Solution	1			1
2281851	Prolate 10mg-300mg/5mL Solution	1			1
2588478	celecoxib 56 MG / tramadol hydrochloride 44 MG (equivalent to tramadol 39 MG) Oral Tablet	1			1
2588478	celecoxib 56 MG / tramadol hydrochloride 44 MG Oral Tablet	1			1
2588478	celecoxib-tramadol 56 mg-44 mg oral tablet	1			1
2588478	Celecoxib/Tramadol Hydrochloride 56 MG-44 MG Oral Tablet	1			1
2588478	TRAMADOL 44MG/CELECOXIB 56MG TAB	1			1
2588478	TRAMADOL HCL 44MG/CELECOXIB 56MG TAB	1			1
2588478	tramadol HCl/celecoxib 44 mg-56 mg ORAL TABLET	1			1
2588478	tramadol HCl/celecoxib@44 mg-56 mg@ORAL@TABLET	1			1
2588484	CELECOXIB 56 mg / TRAMADOL HYDROCHLORIDE 44 mg ORAL TABLET [SEGLENTIS]	1			1
2588484	Celecoxib/Tramadol Hydrochloride 56 MG-44 MG Oral Tablet [SEGLENTIS]	1			1
2588484	Seglentis (celecoxib 56 MG / tramadol hydrochloride 44 MG (equivalent to tramadol 39 MG) ) Oral Tablet	1			1
2588484	Seglentis 56 MG / 44 MG Oral Tablet	1			1
2588484	SEGLENTIS 56mg-44mg Tablet	1			1
2588484	Seglentis, 56 mg-44 mg oral tablet	1			1
312288	acetaminophen 650 MG / pentazocine 25 MG Oral Tablet	1			1
312288	Acetaminophen 650 mg and pentazocine 25 mg oral tablet	1			1
312288	Acetaminophen 650mg, Pentazocine Hydrochloride 25mg Oral tablet	1			1
312288	acetaminophen-pentazocine 650 mg-25 mg oral tablet	1			1
312288	Acetaminophen-Pentazocine, 650 mg-25 mg oral tablet	1			1
312288	Acetaminophen/Pentazocine Hydrochloride 650 MG-25 MG Oral Tablet	1			1
312288	Acetaminophen/Pentazocine Hydrochloride 650 MG-25 MG Oral Tablet [PENTAZOCINE HCL-ACETAMINOPHEN]	1			1
312288	APAP 650 MG / pentazocine (as pentazocine hydrochloride) 25 MG Oral Tablet	1			1
312288	APAP 650 MG / Pentazocine 25 MG Oral Tablet	1			1
312288	Paracetamol 650 mg and pentazocine 25 mg oral tablet	1			1
312288	pentazocine 25 MG / acetaminophen 650 MG Oral Tablet	1			1
312288	PENTAZOCINE 25/ACETAMINOPHEN 650MG TAB	1			1
312288	PENTAZOCINE HCL 25MG/ACETAMINOPHEN 650MG TAB	1			1
312288	pentazocine HCl/acetaminophen 25 mg-650 mg ORAL TABLET	1			1
312288	pentazocine HCl/acetaminophen@25 mg-650 mg@ORAL@TABLET	1			1
312288	PENTAZOCINE HYDROCHLORIDE 25 mg / ACETAMINOPHEN 650 mg ORAL TABLET	1			1
312288	Pentazocine hydrochloride 25 mg / Acetaminophen 650 mg ORAL TABLET [Pentazocine HCl and Acetaminophen]	1			1
312288	Product containing precisely paracetamol 650 milligram and pentazocine 25 milligram/1 each conventional release oral tablet (clinical drug)	1			1
637540	ASA 325 MG / Oxycodone Hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet	1			1
637540	aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet	1			1
637540	Aspirin 325 mg and oxycodone hydrochloride 4.5 mg and oxycodone terephthalate 380 microgram oral tablet	1			1
637540	aspirin-oxycodone 325 mg-4.5 mg-0.38 mg oral tablet	1			1
637540	Aspirin-Oxycodone, 325 mg-4.5 mg-0.38 mg oral tablet	1			1
637540	Aspirin/Oxycodone HCl/Oxycodone Terephthalate, 325 mg-4.5 mg-0.38 mg oral tablet	1			1
637540	Aspirin/Oxycodone Hydrochloride/Oxycodone Terephthalate 325 MG-4.5 MG-0.38 MG Oral Tablet	1			1
637540	Aspirin/Oxycodone Hydrochloride/Oxycodone Terephthalate 325 MG-4.5 MG-0.38 MG Oral Tablet [OXYCODONE HCL-ASPIRIN]	1			1
637540	OXYCODONE 4.88MG/ASA 325MG TAB	1			1
637540	oxyCODONE HCl 4.5 MG / oxyCODONE terephthalate 0.38 MG / aspirin 325 MG Oral Tablet	1			1
637540	OXYCODONE HCL 4.5MG/OXYCODONE TEREPH 0.38MG/ASA 325MG TAB	1			1
637540	oxycodone HCl,terephth/aspirin 4.5 mg-0.38 mg-325 mg ORAL TABLET	1			1
637540	oxycodone HCl/oxycodone terephthalate/aspirin 4.5 mg-0.38 mg-325 mg ORAL TABLET	1			1
637540	oxycodone HCl/oxycodone terephthalate/aspirin@4.5 mg-0.38 mg-325 mg@ORAL@TABLET	1			1
637540	OXYCODONE HYDROCHLORIDE 4.5 mg / OXYCODONE TEREPHTHALATE 0.38 mg / ASPIRIN 325 mg ORAL TABLET [Oxycodone and Aspirin]	1			1
637540	Oxycodone Hydrochloride 4.5mg, Oxycodone Terephthalate 0.38mg, Aspirin 325mg Oral tablet	1			1
637540	Product containing precisely aspirin 325 milligram and oxycodone hydrochloride 4.5 milligram and oxycodone terephthalate 380 microgram/1 each conventional release oral tablet (clinical drug)	1			1
724614	ASA 325 MG / Oxycodone Hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet	1			1
724614	aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet	1			1
724614	Aspirin 325 mg and oxycodone hydrochloride 2.25 mg and oxycodone terephthalate 190 microgram oral tablet	1			1
724614	aspirin-oxycodone 325 mg-2.25 mg-0.19 mg oral tablet	1			1
724614	Aspirin/Oxycodone Hydrochloride/Oxycodone Terephthalate 325 MG-2.25 MG-0.19 MG Oral Tablet	1			1
724614	oxyCODONE HCl 2.25 MG / oxyCODONE terephthalate 0.19 MG / aspirin 325 MG Oral Tablet	1			1
724614	OXYCODONE HCL 2.25MG/OXYCODONE TEREPH 0.19MG/ASA 325MG TAB	1			1
724614	Product containing precisely aspirin 325 milligram and oxycodone hydrochloride 2.25 milligram and oxycodone terephthalate 190 microgram/1 each conventional release oral tablet (clinical drug)	1			1
827751	acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
827751	Acetaminophen 325 mg and propoxyphene napsylate 100 mg oral tablet	1			1
827751	acetaminophen-propoxyphene napsylate 325 mg-100 mg oral tablet	1			1
827751	Acetaminophen-Propoxyphene Napsylate, napsylate 325 mg-100 mg oral tablet	1			1
827751	Acetaminophen/Propoxyphene Napsylate 325 MG-100 MG Oral Tablet	1			1
827751	Acetaminophen/Propoxyphene Napsylate 325 MG-100 MG Oral Tablet [PROPOXYPHENE NAPSYLATE/ACETAMINOPHEN]	1			1
827751	APAP 325 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
827751	Dextropropoxyphene napsylate 100 mg and paracetamol 325 mg oral tablet	1			1
827751	Product containing precisely dextropropoxyphene napsylate 100 milligram and paracetamol 325 milligram/1 each conventional release oral tablet (clinical drug)	1			1
827751	PROPOXYPHENE N 100MG/ACETAMINOPHEN 325MG TAB	1			1
827751	PROPOXYPHENE N 100MG/APAP 325MG TAB	1			1
827751	propoxyphene nap/acetaminophen 100 mg-325 mg ORAL TABLET	1			1
827751	propoxyphene napsylate 100 MG / acetaminophen 325 MG Oral Tablet	1			1
827751	Propoxyphene Napsylate 100mg, Acetaminophen 325mg Oral tablet	1			1
827751	propoxyphene napsylate/acetaminophen 100 mg-325 mg ORAL TABLET	1			1
827751	propoxyphene napsylate/acetaminophen@100 mg-325 mg@ORAL@TABLET	1			1
828576	acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
828576	Acetaminophen 650 mg and propoxyphene napsylate 100 mg oral tablet	1			1
828576	acetaminophen-propoxyphene napsylate 650 mg-100 mg oral tablet	1			1
828576	Acetaminophen-Propoxyphene Napsylate, napsylate 650 mg-100 mg oral tablet	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [ACETAMINOPHEN-PROPOXYPHENE NAPSYLATE]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [APAP/PROPROXYPHENE NAPSYLATE]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PRONAP-100]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPACET 100]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPOXACET-N 100]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPOXACET-N]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPOXY NAPS/APAP-100]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPOXY NAPS/APAP]	1			1
828576	Acetaminophen/Propoxyphene Napsylate 650 MG-100 MG Oral Tablet [PROPOXYPHENE NAPSYLATE/ACETAMINOPHEN]	1			1
828576	APAP 650 MG / propoxyphene napsylate 100 MG (propoxyphene hydrochloride 65 MG) Oral Tablet	1			1
828576	APAP 650 MG / propoxyphene napsylate 100 MG Oral Tablet	1			1
828576	Dextropropoxyphene napsylate 100 mg and paracetamol 650 mg oral tablet	1			1
828576	Product containing precisely dextropropoxyphene napsylate 100 milligram and paracetamol 650 milligram/1 each conventional release oral tablet (clinical drug)	1			1
828576	PROPOXYPHENE N 100/APAP 650MG TAB	1			1
828576	PROPOXYPHENE N 100MG/ACETAMINOPHEN 650MG TAB	1			1
828576	PROPOXYPHENE N 100MG/ACETAMINOPHEN 650MG TAB,UD	1			1
828576	PROPOXYPHENE N 100MG/APAP 650MG TAB UD	1			1
828576	propoxyphene nap/acetaminophen 100 mg-650 mg ORAL TABLET	1			1
828576	propoxyphene napsylate 100 MG / acetaminophen 650 MG Oral Tablet	1			1
828576	PROPOXYPHENE NAPSYLATE 100 mg / ACETAMINOPHEN 650 mg ORAL TABLET [PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN]	1			1
828576	PROPOXYPHENE NAPSYLATE 100 mg / ACETAMINOPHEN 650 mg ORAL TABLET, FILM COATED	1			1
828576	PROPOXYPHENE NAPSYLATE 100 mg / ACETAMINOPHEN 650 mg ORAL TABLET, FILM COATED [Propoxyphene and Acetaminophen]	1			1
828576	Propoxyphene Napsylate 100 MILLIGRAM In 1 TABLET / Acetaminophen 650 MILLIGRAM In 1 TABLET ORAL TABLET, FILM COATED	1			1
828576	Propoxyphene Napsylate 100mg, Acetaminophen 650mg Oral tablet	1			1
828576	propoxyphene napsylate/acetaminophen 100 mg-650 mg ORAL TABLET	1			1
828576	propoxyphene napsylate/acetaminophen@100 mg-650 mg@ORAL@TABLET	1			1
828585	ASA 389 MG / Caffeine 32.4 MG / Propoxyphene Hydrochloride 32 MG Oral Capsule	1			1
828585	ASA/caffeine/propoxyphene 389 mg-32.4 mg-32 mg oral capsule	1			1
828585	aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule	1			1
828585	Aspirin 389 mg and caffeine 32.4 mg and dextropropoxyphene hydrochloride 32 mg oral capsule	1			1
828585	Aspirin 389 mg and caffeine 32.4 mg and propoxyphene hydrochloride 32 mg oral capsule	1			1
828585	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-32 MG Oral Capsule	1			1
828585	Product containing precisely aspirin 389 milligram and caffeine 32.4 milligram and dextropropoxyphene hydrochloride 32 milligram/1 each conventional release oral capsule (clinical drug)	1			1
828585	propoxyphene HCl 32 MG / aspirin 389 MG / caffeine 32.4 MG / Oral Capsule	1			1
828585	PROPOXYPHENE HCL 32MG/ASA 389MG/CAFN 32MG CAP	1			1
828594	ASA 389 MG / Caffeine 32.4 MG / Propoxyphene Hydrochloride 65 MG Oral Capsule	1			1
828594	ASA/caffeine/propoxyphene 389 mg-32.4 mg-65 mg oral capsule	1			1
828594	aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule	1			1
828594	Aspirin 389 mg and caffeine 32.4 mg and dextropropoxyphene hydrochloride 65 mg oral capsule	1			1
828594	Aspirin 389 mg and caffeine 32.4 mg and propoxyphene hydrochloride 65 mg oral capsule	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-65 MG Oral Capsule	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-65 MG Oral Capsule [BEXOPHENE]	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-65 MG Oral Capsule [DOXAPHENE COMPOUND]	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-65 MG Oral Capsule [MARGESIC A-C]	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride 389 MG-32.4 MG-65 MG Oral Capsule [PROPOXYPHENE HCL COMPOUND]	1			1
828594	Aspirin/Caffeine/Propoxyphene Hydrochloride, 389 mg-32.4 mg-65 mg oral capsule	1			1
828594	Product containing precisely aspirin 389 milligram and caffeine 32.4 milligram and dextropropoxyphene hydrochloride 65 milligram/1 each conventional release oral capsule (clinical drug)	1			1
828594	propoxyphene HCl 65 MG / aspirin 389 MG / caffeine 32.4 MG Oral Capsule	1			1
828594	PROPOXYPHENE HCL 65MG/ASA 389MG/CAFN 32MG CAP	1			1
828594	propoxyphene HCl/aspirin/caffeine 65 mg-389 mg-32.4 mg ORAL CAPSULE	1			1
828594	propoxyphene HCl/aspirin/caffeine@65 mg-389 mg-32.4 mg@ORAL@CAPSULE	1			1
828594	Propoxyphene Hydrochloride 65mg, Aspirin 389mg, Caffeine 32.4mg Oral capsule	1			1
828594	propoxyphene/aspirin/caffeine 65 mg-389 mg-32.4 mg ORAL CAPSULE	1			1
833036	acetaminophen 750 MG / hydrocodone bitartrate 7.5 MG Oral Tablet	1			1
833036	Acetaminophen 750 mg and hydrocodone bitartrate 7.5 mg oral tablet	1			1
833036	acetaminophen-hydrocodone 750 mg-7.5 mg oral tablet	1			1
833036	Acetaminophen-Hydrocodone Bitartrate, 750 mg-7.5 mg oral tablet	1			1
833036	Acetaminophen/Hydrocodone Bitartrate 750 MG-7.5 MG Oral Tablet	1			1
833036	Acetaminophen/Hydrocodone Bitartrate 750 MG-7.5 MG Oral Tablet [HYDROCODONE BITARTRATE-ACETAMINOPHEN]	1			1
833036	APAP 750 MG / hydrocodone bitartrate 7.5 MG Oral Tablet	1			1
833036	HYDROCODONE 7.5/ACETAMINOPHEN 750MG TAB	1			1
833036	HYDROCODONE 7.5MG/ACETAMINOPHEN 750MG TAB	1			1
833036	HYDROCODONE BITARTRATE 7.5 mg / ACETAMINOPHEN 750 mg ORAL TABLET	1			1
833036	HYDROCODONE BITARTRATE 7.5 mg / ACETAMINOPHEN 750 mg ORAL TABLET [Hydrocodone Acetaminophen]	1			1
833036	HYDROCODONE BITARTRATE 7.5 mg / ACETAMINOPHEN 750 mg ORAL TABLET [HYDROCODONE BITARTRATE AND ACETAMINOPHEN]	1			1
833036	Hydrocodone bitartrate 7.5 mg and paracetamol 750 mg oral tablet	1			1
833036	Hydrocodone Bitartrate 7.5 MILLIGRAM In 1 TABLET / Acetaminophen 750 MILLIGRAM In 1 TABLET ORAL TABLET	1			1
833036	Hydrocodone Bitartrate 7.5mg, Acetaminophen 750mg Oral tablet	1			1
833036	hydrocodone bitartrate/acetaminophen 7.5 mg-750 mg ORAL TABLET	1			1
833036	hydrocodone bitartrate/acetaminophen@7.5 mg-750 mg@ORAL@TABLET	1			1
833036	hydrocodone/acetaminophen 7.5 mg-750 mg ORAL TABLET	1			1
833036	Product containing precisely hydrocodone bitartrate 7.5 milligram and paracetamol 750 milligram/1 each conventional release oral tablet (clinical drug)	1			1
836395	acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	1			1
836395	ACETAMINOPHEN 325 mg / TRAMADOL HYDROCHLORIDE 37.5 mg ORAL TABLET, FILM COATED	1			1
836395	Acetaminophen 325 mg and tramadol 37.5 mg oral tablet	1			1
836395	ACETAMINOPHEN 325/TRAMADOL 37.5MG TAB UD	1			1
836395	ACETAMINOPHEN 325MG/TRAMADOL 37.5MG TAB	1			1
836395	ACETAMINOPHEN 325MG/TRAMADOL HCL 37.5MG TAB	1			1
836395	ACETAMINOPHEN 325MG/TRAMADOL HCL 37.5MG TAB,UD	1			1
836395	acetaminophen-tramadol 325 mg-37.5 mg oral tablet	1			1
836395	Acetaminophen-Tramadol Hydrochloride, 325 mg-37.5 mg oral tablet	1			1
836395	Acetaminophen/Tramadol Hydrochloride 325 MG-37.5 MG Oral Tablet	1			1
836395	Acetaminophen/Tramadol Hydrochloride 325 MG-37.5 MG Oral Tablet [TRAMADOL HCL/ACETAMINOPHEN]	1			1
836395	APAP 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	1			1
836395	Paracetamol 325 mg and tramadol 37.5 mg oral tablet	1			1
836395	Product containing precisely paracetamol 325 milligram and tramadol 37.5 milligram/1 each conventional release oral tablet (clinical drug)	1			1
836395	TRAMADOL 37.5/ACETAMINOPHEN 325MG TAB UD	1			1
836395	TRAMADOL 37.5MG/ACETAMINOPHEN 325MG TAB	1			1
836395	traMADol HCl 37.5 MG / acetaminophen 325 MG Oral Tablet	1			1
836395	TRAMADOL HCL 37.5MG/ACETAMINOPHEN 325MG TAB	1			1
836395	TRAMADOL HCL 37.5MG/ACETAMINOPHEN 325MG TAB,UD	1			1
836395	tramadol HCl/acetaminophen 37.5 mg-325 mg ORAL TABLET	1			1
836395	tramadol HCl/acetaminophen@37.5 mg-325 mg@ORAL@TABLET	1			1
836395	TRAMADOL HYDROCHLORIDE 37.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
836395	TRAMADOL HYDROCHLORIDE 37.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET [Tramadol Hydrochloride and Acetaminophen]	1			1
836395	TRAMADOL HYDROCHLORIDE 37.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET, COATED	1			1
836395	TRAMADOL HYDROCHLORIDE 37.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET, FILM COATED	1			1
836395	Tramadol Hydrochloride 37.5mg, Acetaminophen 325mg Oral tablet	1			1
836397	acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet]	1			1
836397	Acetaminophen/Tramadol Hydrochloride 325 MG-37.5 MG Oral Tablet [ULTRACET]	1			1
836397	APAP 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet]	1			1
836397	tramadol hydrochloride 37.5 mg / acetaminophen 325 mg ORAL TABLET [ULTRACET]	1			1
836397	tramadol hydrochloride 37.5 mg / acetaminophen 325 mg ORAL TABLET, COATED [ULTRACET]	1			1
836397	Ultracet (APAP 325 MG / tramadol hydrochloride 37.5 MG) Oral Tablet	1			1
836397	ULTRACET 37.5 MG / 325 MG Oral Tablet	1			1
836397	Ultracet 37.5mg-325mg Tablet	1			1
836397	Ultracet, 325 mg-37.5 mg oral tablet	1			1
848768	ASA 325 MG / oxycodone hydrochloride 4.8355 MG Oral Tablet	1			1
848768	ASA 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet	1			1
848768	aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet	1			1
848768	aspirin-oxycodone 325 mg-4.8355 mg oral tablet	1			1
848768	Aspirin-Oxycodone, 325 mg-4.8355 mg oral tablet	1			1
848768	Aspirin/Oxycodone Hydrochloride 325 MG-4.8355 MG Oral Tablet	1			1
848768	oxyCODONE 4.8355 MG / aspirin 325 MG Oral Tablet	1			1
848768	OXYCODONE HCL 4.8355MG/ASPIRIN 325MG TAB	1			1
848768	oxycodone HCl/aspirin 4.8355 mg-325 mg ORAL TABLET	1			1
848768	oxycodone HCl/aspirin@4.8355 mg-325 mg@ORAL@TABLET	1			1
848768	OXYCODONE HYDROCHLORIDE 4.8355 mg / ASPIRIN 325 mg ORAL TABLET	1			1
848768	Oxycodone Hydrochloride 4.8355mg, Aspirin 325mg Oral tablet	1			1
