RXCUI	STR	VOTES	Wasz	Shankar	Andy	Comments 
1727565	fentanyl citrate in dextrose 5% in water/PF@1,250 mcg/50 mL (25 mcg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1727565	fentanyl citrate-0.9 % NaCl/PF 1,375 mcg/55 mL (25 mcg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1727565	fentanyl citrate-0.9 % NaCl/PF 25 mcg/mL INJECTION PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1727565	fentanyl citrate-0.9 % NaCl/PF 750 mcg/30 mL (25 mcg/mL) INJECTION PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727565	fentanyl citrate-0.9 % NaCl/PF 750 mcg/30 mL (25 mcg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1727565	FentaNYL Citrate, 25 mcg/mL-0.9% injectable solution	-1	-1			Not in UMLS
1727565	Fentanyl Citrate/Sodium Chloride 25 MCG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1727565	Fentanyl Citrate/Sodium Chloride 25 MCG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1727565	FentaNYL, 1250 mcg/50 mL-D5% injectable solution	-1	-1			Not in UMLS
1727566	fentanyl citrate in 0.9 % sodium chloride/PF 900 mcg/30 mL INJECTION PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727566	fentanyl citrate in 0.9 % sodium chloride/PF@900 mcg/30 mL@INJECTION@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727566	fentanyl citrate-0.9 % NaCl/PF 900 mcg/30 mL INJECTION PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727566	Fentanyl Citrate/Sodium Chloride 30 MCG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1727566	Fentanyl Citrate/Sodium Chloride 30 MCG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1727567	fentaNYL 40 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1727567	fentanyl citrate in 0.9 % sodium chloride/PF 1,200 mcg/30 mL INJECTION PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727567	fentanyl citrate in 0.9 % sodium chloride/PF@1,200 mcg/30 mL@INJECTION@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727567	fentanyl citrate-0.9 % NaCl/PF 1,200 mcg/30 mL INJECTION PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1727567	FentaNYL Citrate, 40 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1727567	Fentanyl Citrate/Sodium Chloride 40 MCG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1728291	DEOXYPHYTANTRIYL (2-HYDROXYETHYL)PALMITAMIDE	0	0			
1728360	butorphanol tartrate 2 mg/mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1728360	butorphanol tartrate@2 mg/mL@INJECTION@SYRINGE (ML)	-1	-1			Not in UMLS
1728797	Romilar AC 10mg-110mg/5ml Solution	-1	-1			Not in UMLS
1729000	Dextrose/Morphine Sulfate 5%-1 MG/1 ML Injection Solution	-1	-1			Not in UMLS
1729000	Dextrose/Morphine Sulfate 5%-1 MG/1 ML Intravenous Solution	-1	-1			Not in UMLS
1729000	Dextrose/Morphine Sulfate 5%-100 MG/100 ML Intravenous Solution	-1	-1			Not in UMLS
1729000	morphine 1 mg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1729000	morphine 1 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1729000	morphine 1 mg/mL-NaCl 0.9% preservative-free injectable solution	-1	-1			Not in UMLS
1729000	MORPHINE 1MG/ML DEXTROSE 100ML	-1	-1			Not in UMLS
1729000	MORPHINE 1MG/ML NACL 0.9% 100ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML INJ,SOLN,PCA,25ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML INJ,SOLN,PCA,60ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML INJ,SYRINGE,10ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML SOLN INJ PCA 25ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML SOLN INJ PCA 60ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML SYR INJ 10ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML/DEXTROSE INJ,BAG,100ML	-1	-1			Not in UMLS
1729000	MORPHINE SO4 1MG/ML/NACL 0.9% INJ,BAG,100ML	-1	-1			Not in UMLS
1729000	Morphine Sulfate 1 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION	-1	-1			Not in UMLS
1729000	Morphine Sulfate 1mg/1mL, Dextrose 5% Solution for injection	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 1 mg/mL (1 mL) INTRAVEN VIAL (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 1 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 10 mg/10 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 25 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 50 mg/50 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % NaCl 55 mg/55 mL (1 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 1 mg/mL (1 mL) INTRAVEN VIAL (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 1 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 10 mg/10 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 25 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 50 mg/50 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride 55 mg/55 mL (1 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@1 mg/mL (1 mL)@INTRAVEN@VIAL (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@1 mg/mL@INJECTION@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@1 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@10 mg/10 mL (1 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@25 mg/25 mL@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@30 mg/30 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@50 mg/50 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride@55 mg/55 mL (1 mg/mL)@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 1 mg/mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 1 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 10 mg/10 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 100 mg/100 mL (1 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 2 mg/2 mL (1 mg/mL) INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 2 mg/2 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 25 mg/25 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 50 mg/50 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 50 mg/50 mL (1 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF 55 mg/55 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@1 mg/mL@INJECTION@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@1 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@1 mg/mL@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@10 mg/10 mL (1 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@100 mg/100 mL (1 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@2 mg/2 mL (1 mg/mL)@INJECTION@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@2 mg/2 mL (1 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@25 mg/25 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@30 mg/30 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@30 mg/30 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@50 mg/50 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@50 mg/50 mL (1 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate in 0.9 % sodium chloride/PF@55 mg/55 mL (1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	Morphine Sulfate, 1 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate, 1 mg/mL-NaCl 0.9% preservative-free injectable solution	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 1 mg/mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 1 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 10 mg/10 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 100 mg/100 mL (1 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 2 mg/2 mL (1 mg/mL) INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 2 mg/2 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 25 mg/25 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 30 mg/30 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 50 mg/50 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 50 mg/50 mL (1 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate/0.9% NaCl/PF 55 mg/55 mL (1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1729000	morphine sulfate/D5W 1 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate/D5W 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/D5W/PF 100 mg/100 mL (1 mg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5 % in water 1 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5 % in water 1 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5 % in water@1 mg/mL@INJECTION@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5 % in water@1 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5%-water/PF 100 mg/100 mL (1 mg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	morphine sulfate/dextrose 5%-water/PF@100 mg/100 mL (1 mg/mL)@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 0.5 MG/0.5 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 1 MG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 1 MG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 100 MG/100 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 250 MG/250 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1729000	Morphine Sulfate/Sodium Chloride 50 MG/50 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1729116	FENTANYL 2MCG/BUPIV 0.0625%/ML NS 250ML	-1	-1			Not in UMLS
1729116	FENTANYL 2MCG/BUPIVACAINE 0.0625%/ML/NS INJ,BAG,250ML	-1	-1			Not in UMLS
1729117	FENTANYL 2MCG/BUPIV 0.1%/ML NS 100ML	-1	-1			Not in UMLS
1729117	FENTANYL 2MCG/BUPIVACAINE 0.1%/ML/NS INJ,BAG,100ML	-1	-1			Not in UMLS
1729118	FENTANYL 2MCG/BUPIV 0.1%/ML NS 250ML	-1	-1			Not in UMLS
1729118	FENTANYL 2MCG/BUPIVACAINE 0.1%/ML/NS INJ,BAG,250ML	-1	-1			Not in UMLS
1729329	Morphine Sulfate 10mg Soluble tablet for injection	-1	-1			Not in UMLS
1729329	Morphine Sulfate, 10 mg injectable tablet, soluble	-1	-1			Not in UMLS
1729338	MORPHINE SULFATE 0.5 mg in 1 mL INTRATHECAL INJECTION, SOLUTION	-1	-1			Not in UMLS
1729338	MORPHINE SULFATE 0.5 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION	-1	-1			Not in UMLS
1729338	morphine sulfate in 0.9 % sodium chloride/PF 0.5 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729338	morphine sulfate in 0.9 % sodium chloride/PF@0.5 mg/mL@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1729338	Morphine Sulfate, 0.5 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1729338	morphine sulfate/0.9% NaCl/PF 0.5 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1729338	Morphine Sulfate/Sodium Chloride 0.5 MG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1731580	morphine in iso sod chlorid/PF 800 mg/20 mL (40 mg/mL) INTRATHEC SYRINGE (ML)	-1	-1			Not in UMLS
1731580	Morphine Sulfate 40 MG/1 ML Intrathecal Solution	-1	-1			Not in UMLS
1731580	morphine sulfate in sodium chloride, iso-osmotic/PF 800 mg/20 mL (40 mg/mL) INTRATHEC SYRINGE (ML)	-1	-1			Not in UMLS
1731580	morphine sulfate in sodium chloride, iso-osmotic/PF@800 mg/20 mL (40 mg/mL)@INTRATHEC@SYRINGE (ML)	-1	-1			Not in UMLS
1731594	morphine sulfate in 0.9 % sodium chloride/PF 0.5 mg/0.5 mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1731594	morphine sulfate in 0.9 % sodium chloride/PF@0.5 mg/0.5 mL@INJECTION@SYRINGE (ML)	-1	-1			Not in UMLS
1731594	morphine sulfate/0.9% NaCl/PF 0.5 mg/0.5 mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1731595	morphine sulfate in 0.9 % sodium chloride/PF 5 mg/5 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1731595	morphine sulfate in 0.9 % sodium chloride/PF@5 mg/5 mL (1 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1731595	morphine sulfate/0.9% NaCl/PF 5 mg/5 mL (1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1731596	morphine sulfate in 0.9 % sodium chloride/PF 0.4 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1731596	morphine sulfate in 0.9 % sodium chloride/PF@0.4 mg/mL@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1731596	morphine sulfate/0.9% NaCl/PF 0.4 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1731596	Morphine Sulfate/Sodium Chloride 0.4 MG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1731602	MORPHINE SO4 10MG/ML INJ,SOLN,PCA,30ML	-1	-1			Not in UMLS
1731602	MORPHINE SO4 10MG/ML SOLN INJ PCA 30ML	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % NaCl 10 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % NaCl 250 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % NaCl 550 mg/55 mL (10 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride 10 mg/mL INJECTION PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride 250 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride 550 mg/55 mL (10 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride@10 mg/mL@INJECTION@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride@250 mg/25 mL@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731602	morphine sulfate in 0.9 % sodium chloride@550 mg/55 mL (10 mg/mL)@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	MORPHINE SULFATE 5 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 125 mg/25 mL(5 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 150 mg/30 mL (5 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 250 mg/50 mL (5 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 275 mg/55 mL (5 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 5 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % NaCl 500 mg/100 mL (5 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 125 mg/25 mL(5 mg/mL) INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 150 mg/30 mL (5 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 250 mg/50 mL (5 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 275 mg/55 mL (5 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 5 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride 500 mg/100 mL (5 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@125 mg/25 mL(5 mg/mL)@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@150 mg/30 mL (5 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@250 mg/50 mL (5 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@275 mg/55 mL (5 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@5 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride@500 mg/100 mL (5 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride/PF 5 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	morphine sulfate in 0.9 % sodium chloride/PF@5 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	Morphine Sulfate, 5 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1731603	morphine sulfate/0.9% NaCl/PF 5 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1731603	Morphine Sulfate/Sodium Chloride 5 MG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1731603	Morphine Sulfate/Sodium Chloride 5 MG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1732002	morphine sulfate in 0.9 % NaCl 10 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1732002	morphine sulfate in 0.9 % sodium chloride 10 mg/mL INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1732002	morphine sulfate in 0.9 % sodium chloride@10 mg/mL@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1732002	morphine sulfate in 0.9 % sodium chloride/PF 10 mg/mL (1 mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1732002	morphine sulfate in 0.9 % sodium chloride/PF@10 mg/mL (1 mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1732002	morphine sulfate/0.9% NaCl/PF 10 mg/mL (1 mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1732002	Morphine Sulfate/Sodium Chloride 10 MG/1 ML-0.9% Injection Solution	-1	-1			Not in UMLS
1732008	morphine 4 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1732008	Morphine Sulfate, 4 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
