RXCUI	STR
219576	morphine ER 30 mg capsule,extended release pellets
219632	morphine ER 30 mg capsule,extended release pellets
225993	morphine ER 30 mg capsule,extended release pellets
235751	morphine ER 30 mg capsule,extended release pellets
235774	morphine ER 30 mg capsule,extended release pellets
30236	morphine ER 30 mg capsule,extended release pellets
352452	morphine ER 30 mg capsule,extended release pellets
353616	morphine ER 30 mg capsule,extended release pellets
477397	morphine ER 30 mg capsule,extended release pellets
477468	morphine ER 30 mg capsule,extended release pellets
583440	morphine ER 30 mg capsule,extended release pellets
7052	morphine ER 30 mg capsule,extended release pellets
844446	morphine ER 30 mg capsule,extended release pellets
885779	morphine ER 30 mg capsule,extended release pellets
892345	morphine ER 30 mg capsule,extended release pellets
892346	morphine ER 30 mg capsule,extended release pellets
892658	morphine ER 30 mg capsule,extended release pellets
151109	morphine ER 60 mg capsule,extended release pellets
151999	morphine ER 60 mg capsule,extended release pellets
152164	morphine ER 60 mg capsule,extended release pellets
152356	morphine ER 60 mg capsule,extended release pellets
152780	morphine ER 60 mg capsule,extended release pellets
152785	morphine ER 60 mg capsule,extended release pellets
152996	morphine ER 60 mg capsule,extended release pellets
153664	morphine ER 60 mg capsule,extended release pellets
1745876	morphine ER 60 mg capsule,extended release pellets
1871435	morphine ER 60 mg capsule,extended release pellets
203240	morphine ER 60 mg capsule,extended release pellets
203353	morphine ER 60 mg capsule,extended release pellets
203354	morphine ER 60 mg capsule,extended release pellets
203355	morphine ER 60 mg capsule,extended release pellets
203356	morphine ER 60 mg capsule,extended release pellets
203357	morphine ER 60 mg capsule,extended release pellets
203358	morphine ER 60 mg capsule,extended release pellets
2055303	morphine ER 60 mg capsule,extended release pellets
219576	morphine ER 60 mg capsule,extended release pellets
219632	morphine ER 60 mg capsule,extended release pellets
225993	morphine ER 60 mg capsule,extended release pellets
235751	morphine ER 60 mg capsule,extended release pellets
235774	morphine ER 60 mg capsule,extended release pellets
30236	morphine ER 60 mg capsule,extended release pellets
352452	morphine ER 60 mg capsule,extended release pellets
353616	morphine ER 60 mg capsule,extended release pellets
477397	morphine ER 60 mg capsule,extended release pellets
477468	morphine ER 60 mg capsule,extended release pellets
583440	morphine ER 60 mg capsule,extended release pellets
7052	morphine ER 60 mg capsule,extended release pellets
844447	morphine ER 60 mg capsule,extended release pellets
885779	morphine ER 60 mg capsule,extended release pellets
892352	morphine ER 60 mg capsule,extended release pellets
892353	morphine ER 60 mg capsule,extended release pellets
894805	morphine ER 60 mg capsule,extended release pellets
151999	morphine ER 20 mg capsule,extended release pellets
152164	morphine ER 20 mg capsule,extended release pellets
152356	morphine ER 20 mg capsule,extended release pellets
152785	morphine ER 20 mg capsule,extended release pellets
152994	morphine ER 20 mg capsule,extended release pellets
152996	morphine ER 20 mg capsule,extended release pellets
153664	morphine ER 20 mg capsule,extended release pellets
1745876	morphine ER 20 mg capsule,extended release pellets
1871435	morphine ER 20 mg capsule,extended release pellets
203240	morphine ER 20 mg capsule,extended release pellets
203353	morphine ER 20 mg capsule,extended release pellets
203354	morphine ER 20 mg capsule,extended release pellets
203355	morphine ER 20 mg capsule,extended release pellets
203356	morphine ER 20 mg capsule,extended release pellets
203357	morphine ER 20 mg capsule,extended release pellets
203358	morphine ER 20 mg capsule,extended release pellets
2055303	morphine ER 20 mg capsule,extended release pellets
219576	morphine ER 20 mg capsule,extended release pellets
219632	morphine ER 20 mg capsule,extended release pellets
225993	morphine ER 20 mg capsule,extended release pellets
235751	morphine ER 20 mg capsule,extended release pellets
235774	morphine ER 20 mg capsule,extended release pellets
30236	morphine ER 20 mg capsule,extended release pellets
352452	morphine ER 20 mg capsule,extended release pellets
353616	morphine ER 20 mg capsule,extended release pellets
477397	morphine ER 20 mg capsule,extended release pellets
477468	morphine ER 20 mg capsule,extended release pellets
583440	morphine ER 20 mg capsule,extended release pellets
7052	morphine ER 20 mg capsule,extended release pellets
885779	morphine ER 20 mg capsule,extended release pellets
892596	morphine ER 20 mg capsule,extended release pellets
892598	morphine ER 20 mg capsule,extended release pellets
151999	morphine ER 50 mg capsule,extended release pellets
152164	morphine ER 50 mg capsule,extended release pellets
152356	morphine ER 50 mg capsule,extended release pellets
152785	morphine ER 50 mg capsule,extended release pellets
152995	morphine ER 50 mg capsule,extended release pellets
152996	morphine ER 50 mg capsule,extended release pellets
153664	morphine ER 50 mg capsule,extended release pellets
1745876	morphine ER 50 mg capsule,extended release pellets
1871435	morphine ER 50 mg capsule,extended release pellets
203240	morphine ER 50 mg capsule,extended release pellets
203353	morphine ER 50 mg capsule,extended release pellets
203354	morphine ER 50 mg capsule,extended release pellets
203355	morphine ER 50 mg capsule,extended release pellets
203356	morphine ER 50 mg capsule,extended release pellets
203357	morphine ER 50 mg capsule,extended release pellets
203358	morphine ER 50 mg capsule,extended release pellets
2055303	morphine ER 50 mg capsule,extended release pellets
219576	morphine ER 50 mg capsule,extended release pellets
219632	morphine ER 50 mg capsule,extended release pellets
225993	morphine ER 50 mg capsule,extended release pellets
235751	morphine ER 50 mg capsule,extended release pellets
235774	morphine ER 50 mg capsule,extended release pellets
30236	morphine ER 50 mg capsule,extended release pellets
352452	morphine ER 50 mg capsule,extended release pellets
353616	morphine ER 50 mg capsule,extended release pellets
477397	morphine ER 50 mg capsule,extended release pellets
477468	morphine ER 50 mg capsule,extended release pellets
583440	morphine ER 50 mg capsule,extended release pellets
7052	morphine ER 50 mg capsule,extended release pellets
885779	morphine ER 50 mg capsule,extended release pellets
894801	morphine ER 50 mg capsule,extended release pellets
894803	morphine ER 50 mg capsule,extended release pellets
151110	morphine ER 100 mg capsule,extended release pellets
151999	morphine ER 100 mg capsule,extended release pellets
152164	morphine ER 100 mg capsule,extended release pellets
152356	morphine ER 100 mg capsule,extended release pellets
152785	morphine ER 100 mg capsule,extended release pellets
152993	morphine ER 100 mg capsule,extended release pellets
152996	morphine ER 100 mg capsule,extended release pellets
153664	morphine ER 100 mg capsule,extended release pellets
1745876	morphine ER 100 mg capsule,extended release pellets
1871435	morphine ER 100 mg capsule,extended release pellets
203240	morphine ER 100 mg capsule,extended release pellets
203353	morphine ER 100 mg capsule,extended release pellets
203354	morphine ER 100 mg capsule,extended release pellets
203355	morphine ER 100 mg capsule,extended release pellets
203356	morphine ER 100 mg capsule,extended release pellets
203357	morphine ER 100 mg capsule,extended release pellets
203358	morphine ER 100 mg capsule,extended release pellets
2055303	morphine ER 100 mg capsule,extended release pellets
219576	morphine ER 100 mg capsule,extended release pellets
219632	morphine ER 100 mg capsule,extended release pellets
225993	morphine ER 100 mg capsule,extended release pellets
235751	morphine ER 100 mg capsule,extended release pellets
235774	morphine ER 100 mg capsule,extended release pellets
30236	morphine ER 100 mg capsule,extended release pellets
352452	morphine ER 100 mg capsule,extended release pellets
353616	morphine ER 100 mg capsule,extended release pellets
477397	morphine ER 100 mg capsule,extended release pellets
477468	morphine ER 100 mg capsule,extended release pellets
583440	morphine ER 100 mg capsule,extended release pellets
7052	morphine ER 100 mg capsule,extended release pellets
844448	morphine ER 100 mg capsule,extended release pellets
885779	morphine ER 100 mg capsule,extended release pellets
892554	morphine ER 100 mg capsule,extended release pellets
892556	morphine ER 100 mg capsule,extended release pellets
153352	HYDROmorphone (PF) 2 mg/mL injection solution
1724276	HYDROmorphone (PF) 2 mg/mL injection solution
203177	HYDROmorphone (PF) 2 mg/mL injection solution
224913	HYDROmorphone (PF) 2 mg/mL injection solution
3423	HYDROmorphone (PF) 2 mg/mL injection solution
492013	HYDROmorphone (PF) 2 mg/mL injection solution
897745	HYDROmorphone (PF) 2 mg/mL injection solution
897747	HYDROmorphone (PF) 2 mg/mL injection solution
902730	HYDROmorphone (PF) 2 mg/mL injection solution
153352	HYDROmorphone (PF) 1 mg/mL injection syringe
1872265	HYDROmorphone (PF) 1 mg/mL injection syringe
203177	HYDROmorphone (PF) 1 mg/mL injection syringe
224913	HYDROmorphone (PF) 1 mg/mL injection syringe
3423	HYDROmorphone (PF) 1 mg/mL injection syringe
492013	HYDROmorphone (PF) 1 mg/mL injection syringe
897756	HYDROmorphone (PF) 1 mg/mL injection syringe
902730	HYDROmorphone (PF) 1 mg/mL injection syringe
153352	HYDROmorphone (PF) 2 mg/mL injection syringe
1872269	HYDROmorphone (PF) 2 mg/mL injection syringe
203177	HYDROmorphone (PF) 2 mg/mL injection syringe
224913	HYDROmorphone (PF) 2 mg/mL injection syringe
3423	HYDROmorphone (PF) 2 mg/mL injection syringe
492013	HYDROmorphone (PF) 2 mg/mL injection syringe
897757	HYDROmorphone (PF) 2 mg/mL injection syringe
902730	HYDROmorphone (PF) 2 mg/mL injection syringe
153352	HYDROmorphone (PF) 10 mg/mL injection solution
1724338	HYDROmorphone (PF) 10 mg/mL injection solution
1724339	HYDROmorphone (PF) 10 mg/mL injection solution
1724340	HYDROmorphone (PF) 10 mg/mL injection solution
1724341	HYDROmorphone (PF) 10 mg/mL injection solution
1724356	HYDROmorphone (PF) 10 mg/mL injection solution
1724357	HYDROmorphone (PF) 10 mg/mL injection solution
1724358	HYDROmorphone (PF) 10 mg/mL injection solution
1724359	HYDROmorphone (PF) 10 mg/mL injection solution
203177	HYDROmorphone (PF) 10 mg/mL injection solution
224913	HYDROmorphone (PF) 10 mg/mL injection solution
3423	HYDROmorphone (PF) 10 mg/mL injection solution
492013	HYDROmorphone (PF) 10 mg/mL injection solution
897663	HYDROmorphone (PF) 10 mg/mL injection solution
897665	HYDROmorphone (PF) 10 mg/mL injection solution
902730	HYDROmorphone (PF) 10 mg/mL injection solution
151107	morphine ER 10 mg capsule,extended release pellets
151999	morphine ER 10 mg capsule,extended release pellets
152164	morphine ER 10 mg capsule,extended release pellets
152356	morphine ER 10 mg capsule,extended release pellets
152785	morphine ER 10 mg capsule,extended release pellets
152996	morphine ER 10 mg capsule,extended release pellets
153664	morphine ER 10 mg capsule,extended release pellets
1745876	morphine ER 10 mg capsule,extended release pellets
1871435	morphine ER 10 mg capsule,extended release pellets
203240	morphine ER 10 mg capsule,extended release pellets
203353	morphine ER 10 mg capsule,extended release pellets
203354	morphine ER 10 mg capsule,extended release pellets
203355	morphine ER 10 mg capsule,extended release pellets
203356	morphine ER 10 mg capsule,extended release pellets
203357	morphine ER 10 mg capsule,extended release pellets
203358	morphine ER 10 mg capsule,extended release pellets
2055303	morphine ER 10 mg capsule,extended release pellets
219576	morphine ER 10 mg capsule,extended release pellets
219632	morphine ER 10 mg capsule,extended release pellets
225993	morphine ER 10 mg capsule,extended release pellets
235751	morphine ER 10 mg capsule,extended release pellets
235774	morphine ER 10 mg capsule,extended release pellets
30236	morphine ER 10 mg capsule,extended release pellets
352452	morphine ER 10 mg capsule,extended release pellets
353616	morphine ER 10 mg capsule,extended release pellets
477397	morphine ER 10 mg capsule,extended release pellets
477468	morphine ER 10 mg capsule,extended release pellets
583440	morphine ER 10 mg capsule,extended release pellets
7052	morphine ER 10 mg capsule,extended release pellets
844445	morphine ER 10 mg capsule,extended release pellets
885779	morphine ER 10 mg capsule,extended release pellets
892494	morphine ER 10 mg capsule,extended release pellets
892496	morphine ER 10 mg capsule,extended release pellets
1049683	oxyCODONE 10 mg tablet
1049685	oxyCODONE 10 mg tablet
1113310	oxyCODONE 10 mg tablet
159821	oxyCODONE 10 mg tablet
1664443	oxyCODONE 10 mg tablet
1944530	oxyCODONE 10 mg tablet
218129	oxyCODONE 10 mg tablet
218986	oxyCODONE 10 mg tablet
218987	oxyCODONE 10 mg tablet
219160	oxyCODONE 10 mg tablet
219740	oxyCODONE 10 mg tablet
352858	oxyCODONE 10 mg tablet
541043	oxyCODONE 10 mg tablet
541047	oxyCODONE 10 mg tablet
602169	oxyCODONE 10 mg tablet
607620	oxyCODONE 10 mg tablet
7804	oxyCODONE 10 mg tablet
790841	oxyCODONE 10 mg tablet
82063	oxyCODONE 10 mg tablet
1049686	oxyCODONE 20 mg tablet
1049688	oxyCODONE 20 mg tablet
1113310	oxyCODONE 20 mg tablet
159821	oxyCODONE 20 mg tablet
1664443	oxyCODONE 20 mg tablet
1944530	oxyCODONE 20 mg tablet
218129	oxyCODONE 20 mg tablet
218986	oxyCODONE 20 mg tablet
218987	oxyCODONE 20 mg tablet
219160	oxyCODONE 20 mg tablet
219740	oxyCODONE 20 mg tablet
352858	oxyCODONE 20 mg tablet
541043	oxyCODONE 20 mg tablet
541047	oxyCODONE 20 mg tablet
602169	oxyCODONE 20 mg tablet
607620	oxyCODONE 20 mg tablet
7804	oxyCODONE 20 mg tablet
790841	oxyCODONE 20 mg tablet
82063	oxyCODONE 20 mg tablet
105069	naltrexone HCl (bulk) 100 % powder
7243	naltrexone HCl (bulk) 100 % powder
643147	oxyMORphone ER 15 mg tablet,extended release,12 hr
7814	oxyMORphone ER 15 mg tablet,extended release,12 hr
82064	oxyMORphone ER 15 mg tablet,extended release,12 hr
977894	oxyMORphone ER 15 mg tablet,extended release,12 hr
977896	oxyMORphone ER 15 mg tablet,extended release,12 hr
977966	oxyMORphone ER 15 mg tablet,extended release,12 hr
1086923	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1086926	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1114027	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1115966	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
151531	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1545976	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1595209	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
1652891	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
214442	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
215757	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
215768	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
215989	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
216566	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
216785	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
217369	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
217403	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
217416	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
217453	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
217487	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
218549	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
219689	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
219697	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
219727	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
220540	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
235412	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
236131	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
236236	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
2569484	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
2670	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
2672	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
352587	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
402563	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
5032	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
582334	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
795452	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
798756	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
798760	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
831953	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
880700	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
91104	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
995227	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
995438	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
995440	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
995869	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
995929	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
996492	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
996503	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
996508	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
996515	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
996553	codeine 6.3 mg-guaifenesin 100 mg/5 mL oral liquid
29899	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
796436	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979111	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979113	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979115	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
29899	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
796436	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979111	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979113	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
979115	methylnaltrexone 12 mg/0.6 mL subcutaneous solution
1516803	alvimopan 12 mg capsule
480639	alvimopan 12 mg capsule
482748	alvimopan 12 mg capsule
799835	alvimopan 12 mg capsule
801731	alvimopan 12 mg capsule
1086923	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1114027	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1115966	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
151531	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1545976	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1595209	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1652891	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
214442	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
215757	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
215768	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
215989	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
216566	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
216785	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
217369	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
217403	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
217416	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
217453	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
217487	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
218549	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
219689	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
219697	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
219727	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
220540	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
235412	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
236131	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
236236	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
2569484	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
2670	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
2672	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
352587	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
402563	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
5032	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
582334	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
795452	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
798756	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
798760	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
831953	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
880700	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
91104	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
995227	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
995441	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
995443	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
995869	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
995929	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
996492	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
996503	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
996508	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
996515	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
996553	codeine 7.5 mg-guaifenesin 225 mg/5 mL oral liquid
1190284	morphine ER 45 mg capsule,extended release 24 hr multiphase
151999	morphine ER 45 mg capsule,extended release 24 hr multiphase
152164	morphine ER 45 mg capsule,extended release 24 hr multiphase
152356	morphine ER 45 mg capsule,extended release 24 hr multiphase
152785	morphine ER 45 mg capsule,extended release 24 hr multiphase
152996	morphine ER 45 mg capsule,extended release 24 hr multiphase
153664	morphine ER 45 mg capsule,extended release 24 hr multiphase
1745876	morphine ER 45 mg capsule,extended release 24 hr multiphase
1871435	morphine ER 45 mg capsule,extended release 24 hr multiphase
203240	morphine ER 45 mg capsule,extended release 24 hr multiphase
203353	morphine ER 45 mg capsule,extended release 24 hr multiphase
203354	morphine ER 45 mg capsule,extended release 24 hr multiphase
203355	morphine ER 45 mg capsule,extended release 24 hr multiphase
203356	morphine ER 45 mg capsule,extended release 24 hr multiphase
203357	morphine ER 45 mg capsule,extended release 24 hr multiphase
203358	morphine ER 45 mg capsule,extended release 24 hr multiphase
2055303	morphine ER 45 mg capsule,extended release 24 hr multiphase
219576	morphine ER 45 mg capsule,extended release 24 hr multiphase
219632	morphine ER 45 mg capsule,extended release 24 hr multiphase
225993	morphine ER 45 mg capsule,extended release 24 hr multiphase
235751	morphine ER 45 mg capsule,extended release 24 hr multiphase
235774	morphine ER 45 mg capsule,extended release 24 hr multiphase
30236	morphine ER 45 mg capsule,extended release 24 hr multiphase
352452	morphine ER 45 mg capsule,extended release 24 hr multiphase
353616	morphine ER 45 mg capsule,extended release 24 hr multiphase
477397	morphine ER 45 mg capsule,extended release 24 hr multiphase
477468	morphine ER 45 mg capsule,extended release 24 hr multiphase
583440	morphine ER 45 mg capsule,extended release 24 hr multiphase
7052	morphine ER 45 mg capsule,extended release 24 hr multiphase
885779	morphine ER 45 mg capsule,extended release 24 hr multiphase
894942	morphine ER 45 mg capsule,extended release 24 hr multiphase
1044428	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
1147392	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
128793	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
142439	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
144254	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
1542976	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
161	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
1789748	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
214182	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
215118	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
215292	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
215296	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
215554	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
215961	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
216104	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
216706	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
216707	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
217574	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
217578	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
217583	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
217611	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
217631	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
218077	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
218222	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
218291	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
218772	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
218880	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
219061	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
219088	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
219313	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
220014	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
220150	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
220597	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
220733	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
220771	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
221046	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
221107	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
236931	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
284773	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
314667	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
352920	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
491666	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
540447	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
541332	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
542147	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
542941	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
5489	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
597355	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
655919	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
686356	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
804747	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
825249	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
856944	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
856946	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
856968	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
857079	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
857088	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
857095	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
92532	hydrocodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution
787390	tapentadoL 50 mg tablet
825411	tapentadoL 50 mg tablet
